filename,cipher_family,implementation,plaintext_length,padding_mode,file_size,entropy,chi2,byte_mean,byte_variance,byte_skewness,byte_kurtosis,serial_corr,bigram_entropy,trigram_entropy,runs,runs_z,block_entropy_std_16,block_entropy_std_8,block_mean_std_16,block_mean_std_8,top8_ratio,top16_ratio,low_byte_ratio,high_byte_ratio,even_byte_ratio,zero_byte_ratio,peak_count,max_run_length,diff_entropy
des_s049_openssl.bin,DES,openssl,1024,ISO10126,1040,7.825170927221991,245.41538461538462,131.2153846153846,5368.374763313609,-0.06623326936419954,-1.1564235506401794,0.008829085584820507,10.00943037201297,10.019590728357882,515,-0.2860699421994346,0.08320299344943295,0.07987138329728918,16.33823688368655,26.52168477517236,0.07403846153846154,0.13365384615384615,0.06153846153846154,0.0673076923076923,0.5173076923076924,0.0009615384615384616,0,2,7.822267467061019
des_s050_liboqs.bin,DES,liboqs,512,Random,520,7.55789243185387,279.5076923076923,125.10192307692307,5263.749227071006,0.07772865723664933,-1.0965022963869013,-0.03981127008901416,9.008030034716262,9.016808287686555,262,0.14521793742015734,0.17710105647819635,0.07236495277779531,16.073695932477758,24.068900420576366,0.08653846153846154,0.16346153846153846,0.06346153846153846,0.05961538461538462,0.475,0.0038461538461538464,1,2,7.6557976842126765
des_s051_liboqs.bin,DES,liboqs,4096,ANSI_X923,4112,7.9527269495903345,263.408560311284,128.40758754863813,5536.33144048358,-0.03095467190806137,-1.226124819589181,0.012899309885650505,11.947012947489668,12.00443606056418,2041,-0.4936521928050654,0.0767620064761095,0.07402110140898643,19.053452409036655,27.385704440482797,0.05009727626459144,0.0965466926070039,0.064931906614786,0.05763618677042802,0.502431906614786,0.0026750972762645915,0,2,7.947840904991046
des_s052_liboqs.bin,DES,liboqs,4096,Zero,4104,7.954051905898414,252.24171539961014,129.00268031189083,5456.2463378451685,-0.02710881346416429,-1.215842578885389,0.0042618844552735876,11.937080874304067,12.00211177647985,2048,-0.10847994409970864,0.09661741864462185,0.07348178099403807,17.83899566135301,26.166347008498235,0.04824561403508772,0.09332358674463938,0.056530214424951264,0.06262183235867447,0.48903508771929827,0.0029239766081871343,0,2,7.95581268849838
des_s053_liboqs.bin,DES,liboqs,4096,Zero,4104,7.951040003119784,275.1968810916179,127.98879142300196,5407.086131677743,0.02339353545119315,-1.181422261717817,0.012461603966502385,11.942074836038328,12.00211177647985,1980,-2.278364063335548,0.10729921291021986,0.0835254786964076,18.252129796729154,26.021037955433926,0.049707602339181284,0.09478557504873295,0.05555555555555555,0.06432748538011696,0.5004873294346979,0.0026803118908382065,0,2,7.957396008315388
des_s054_liboqs.bin,DES,liboqs,1024,ISO10126,1040,7.809513543458034,249.84615384615384,126.15865384615384,5713.275790495562,-0.021469667192832713,-1.2254405144465288,-0.010868441169150037,9.993304397516182,10.019590728357882,529,0.5023157411480729,0.09584565995674701,0.075,17.72009967021871,25.866994248599905,0.06923076923076923,0.12596153846153846,0.08846153846153847,0.058653846153846154,0.5028846153846154,0.004807692307692308,0,2,7.821502648220744
des_s055_liboqs.bin,DES,liboqs,512,Random,520,7.571767652691188,261.7846153846154,128.34230769230768,5275.952056213018,-0.02351648716217433,-1.1949572449582007,0.09135830861946652,9.015737163810675,9.016808287686555,242,-1.666766158994689,0.18331141867519488,0.08213137116947163,18.700015637039666,26.33309446125399,0.08846153846153847,0.1596153846153846,0.05576923076923077,0.04423076923076923,0.5230769230769231,0.0038461538461538464,1,2,7.547992133413577
des_s056_liboqs.bin,DES,liboqs,2048,PKCS7,2064,7.913918201762401,234.54263565891472,125.90746124031008,5696.2981226244665,0.028297147076521718,-1.240361996681358,-0.021165033833633953,10.982413709376548,11.009828617368107,1044,0.5016210346012421,0.08057215699995118,0.0876871062588465,18.817034724733624,27.54005803477137,0.0562015503875969,0.10610465116279069,0.07025193798449612,0.06298449612403101,0.5227713178294574,0.003391472868217054,0,2,7.9026827092184995
des_s057_liboqs.bin,DES,liboqs,256,PKCS7,272,7.205890392797537,268.2352941176471,130.9375,5816.970358455882,0.0004157855064413988,-1.289462389241466,0.01392789503487099,8.067388893752394,8.07681559705083,132,-0.6040186863691553,0.10604562574894086,0.08054743492723031,22.84002670429571,28.159101058564897,0.125,0.21691176470588236,0.04779411764705882,0.08088235294117647,0.5183823529411765,0.003676470588235294,9,2,7.244149963703431
des_s058_liboqs.bin,DES,liboqs,512,ISO10126,528,7.552924964704419,275.8787878787879,129.4905303030303,5555.53400123393,0.001177958747337667,-1.197786710287617,-0.08587978115418707,9.026478885982566,9.038918989292302,279,1.2200488974336172,0.0815934061687046,0.0896375724712063,16.168920111117124,21.60570507445275,0.08712121212121213,0.16287878787878787,0.058712121212121215,0.0625,0.4791666666666667,0.005681818181818182,2,2,7.524711335974705
des_s059_liboqs.bin,DES,liboqs,2048,Random,2056,7.911844406199992,251.7354085603113,130.82490272373542,5580.209613317385,-0.06377244349979337,-1.196711923285759,-0.009037465324706378,10.966599132339283,11.004220466318195,1036,0.3713119112742096,0.10995393761631228,0.07601254706453814,18.74663588042594,26.121828694198626,0.060797665369649805,0.10943579766536965,0.06906614785992218,0.06809338521400778,0.5029182879377432,0.005350194552529183,0,2,7.905483127682863
